,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
19,2025-04-25 19:00:00,2025-05-01 04:36:13,3.0,670.16,1720.0,466.0,0.0,63.0,216.0,66.0
20,2025-04-25 20:00:00,2025-05-01 04:36:13,3.0,674.16,1728.0,465.0,0.0,64.0,201.0,66.0
21,2025-04-25 21:00:00,2025-05-01 04:36:13,3.0,673.48,1624.0,460.0,0.0,63.0,182.0,66.0
22,2025-04-25 22:00:00,2025-05-01 04:36:13,3.0,675.23,1601.0,461.0,0.0,62.0,171.0,71.0
23,2025-04-25 23:00:00,2025-05-01 04:36:13,3.0,704.67,1679.0,461.0,0.0,64.0,77.0,70.0
24,2025-04-26 00:00:00,2025-05-01 04:36:13,3.0,725.01,1722.0,460.0,0.0,63.0,14.0,71.0
25,2025-04-26 01:00:00,2025-05-01 04:36:13,3.0,699.18,1581.0,628.5,0.0,81.5,7.0,70.5
26,2025-04-26 02:00:00,2025-05-01 04:36:13,3.0,691.85,1505.5,706.75,0.0,72.75,3.5,69.75
27,2025-04-26 03:00:00,2025-05-01 04:36:13,3.0,690.94,1449.75,703.375,0.0,67.875,1.75,68.875
28,2025-04-26 04:00:00,2025-05-01 04:36:13,3.0,693.51,1345.875,643.6875,0.0,58.4375,0.875,68.4375
29,2025-04-26 05:00:00,2025-05-01 04:36:13,3.0,703.17,1213.9375,569.84375,0.0,29.21875,0.4375,69.21875
30,2025-04-26 06:00:00,2025-05-01 04:36:13,3.0,706.89,1096.46875,522.921875,0.0,14.609375,0.21875,70.109375
31,2025-04-26 07:00:00,2025-05-01 04:36:13,3.0,709.03,1036.234375,498.9609375,0.0,7.3046875,0.109375,69.5546875
32,2025-04-26 08:00:00,2025-05-01 04:36:13,3.0,709.6,1000.6171875,488.48046875,0.0,3.65234375,0.0546875,68.27734375
33,2025-04-26 09:00:00,2025-05-01 04:36:13,3.0,711.13,998.30859375,482.240234375,0.0,1.826171875,0.02734375,69.138671875
34,2025-04-26 10:00:00,2025-05-01 04:36:13,3.0,712.42,1007.654296875,480.6201171875,0.0,0.9130859375,0.013671875,69.5693359375
35,2025-04-26 11:00:00,2025-05-01 04:36:13,3.0,716.85,1071.8271484375,480.81005859375,0.0,0.45654296875,0.0068359375,68.78466796875
36,2025-04-26 12:00:00,2025-05-01 04:36:13,3.0,717.45,1150.91357421875,480.405029296875,0.0,0.228271484375,11.00341796875,68.392333984375
37,2025-04-26 13:00:00,2025-05-01 04:36:13,3.0,708.01,1198.956787109375,480.7025146484375,0.0,0.1141357421875,43.501708984375,68.6961669921875
38,2025-04-26 14:00:00,2025-05-01 04:36:13,3.0,692.24,1261.9783935546875,478.8512573242188,0.0,0.05706787109375,100.2508544921875,68.34808349609375
39,2025-04-26 15:00:00,2025-05-01 04:36:13,3.0,679.21,1309.4891967773438,476.9256286621094,0.0,0.028533935546875,150.62542724609375,68.67404174804688
40,2025-04-26 16:00:00,2025-05-01 04:36:13,3.0,673.31,1395.244598388672,474.9628143310547,0.0,8.514266967773438,181.31271362304688,68.83702087402344
41,2025-04-26 17:00:00,2025-05-01 04:36:13,3.0,665.56,1478.122299194336,471.98140716552734,0.0,35.75713348388672,201.15635681152344,68.41851043701172
42,2025-04-26 18:00:00,2025-05-01 04:36:13,3.0,664.41,1563.561149597168,470.4907035827637,0.0,49.37856674194336,213.0781784057617,67.20925521850586
43,2025-04-26 19:00:00,2025-05-01 04:36:13,3.0,667.38,1641.780574798584,468.2453517913818,0.0,56.18928337097168,214.5390892028809,66.60462760925293
44,2025-04-26 20:00:00,2025-05-01 04:36:13,3.0,670.83,1684.890287399292,466.6226758956909,0.0,60.09464168548584,207.76954460144043,66.30231380462646
45,2025-04-26 21:00:00,2025-05-01 04:36:13,3.0,672.13,1654.445143699646,463.3113379478455,0.0,61.54732084274292,194.8847723007202,66.15115690231323
46,2025-04-26 22:00:00,2025-05-01 04:36:13,3.0,673.65,1627.722571849823,462.15566897392273,0.0,61.77366042137146,182.9423861503601,68.57557845115662
47,2025-04-26 23:00:00,2025-05-01 04:36:13,3.0,688.99,1653.3612859249115,461.57783448696136,0.0,62.88683021068573,129.97119307518005,69.28778922557831
